{1: [14009, 18341]}
{14137: [16681, 108]}
{14138: [7040, 20165]}
{14139: [20696, 5532]}
{14140: [9673, 11733]}
{14141: [11731, 10439]}
{14142: [22293, 20150]}
{14143: [17091, 3039]}
{14144: [3293, 11820]}
{14145: [5871, 16442]}
{14146: [12153, 20312]}
{14147: [15487, 20518]}
{14148: [2760, 9602]}
{14149: [23618, 8410]}
{14150: [4882, 4096]}
{14151: [6960, 15843]}
{14152: [19497, 10387]}
{14153: [17608, 9152]}
{14154: [12287, 16229]}
{14155: [8006, 7822]}
{14156: [2582, 4331]}
{14157: [5967, 14801]}
{14158: [3039, 16898]}
{14159: [4422, 19578]}
{14160: [15721, 20254]}
{14161: [10592, 18353]}
{14162: [17823, 18265]}
{14163: [20964, 11362]}
{14164: [9905, 18593]}
{14165: [6745, 8139]}
{14166: [22704, 14920]}
{14167: [9686, 9822]}
{14168: [19946, 20218]}
{14169: [22545, 2291]}
{14170: [4313, 20335]}
{14171: [21022, 14141]}
{14172: [3751, 14115]}
{14173: [2820, 861]}
{14174: [14378, 13523]}
{14175: [17669, 7221]}
{14176: [23873, 7697]}
{14177: [18156, 3084]}
{14178: [4561, 1286]}
{14179: [2853, 15270]}
{14180: [2145, 6163]}
{14181: [19026, 23408]}
{14182: [14896, 6594]}
{14183: [4237, 4862]}
{14184: [8338, 1327]}
{14185: [22200, 2873]}
{14186: [17121, 7172]}
{14187: [11751, 1127]}
{14188: [13657, 20006]}
{14189: [19568, 119]}
{14190: [12924, 6846]}
{14191: [18326, 6208]}
{14192: [23072, 21296]}
{14193: [11914, 5307]}
{14194: [12970, 8258]}
{14195: [3793, 9596]}
{14196: [23308, 13377]}
{14197: [14217, 17062]}
{14198: [20179, 8761]}
{14199: [4449, 23678]}
{14200: [16299, 6793]}
{14201: [5938, 9006]}
{14202: [799, 9013]}
{14203: [17765, 17380]}
{14204: [16222, 21753]}
{14205: [2078, 531]}
{14206: [3479, 4903]}
{14207: [18642, 20256]}
{14208: [18396, 7010]}
{14209: [2225, 4159]}
{14210: [9150, 14984]}
{14211: [1821, 12417]}
{14212: [6471, 18402]}
{14213: [13041, 1840]}
{14214: [19188, 8598]}
{14215: [7922, 15762]}
{14216: [20019, 22280]}
{14217: [11950, 20193]}
{14218: [23161, 16178]}
{14219: [16022, 4934]}
{14220: [6079, 11687]}
{14221: [18651, 7152]}
{14222: [7432, 2449]}
{14223: [16331, 18078]}
{14224: [14608, 15261]}
{14225: [11065, 2793]}
{14226: [11183, 19066]}
{14227: [13063, 18771]}
{14228: [5035, 3741]}
{14229: [23288, 18437]}
{14230: [21422, 7773]}
{14231: [22710, 6065]}
{14232: [2984, 18735]}
{14233: [928, 7389]}
{14234: [3678, 16495]}
{14235: [14613, 9650]}
{14236: [7186, 18038]}
{14237: [13165, 10693]}
{14238: [18276, 21869]}
{14239: [18386, 10839]}
{14240: [3239, 19758]}
{14241: [23605, 1042]}
{14242: [9634, 15219]}
{14243: [15678, 2684]}
{14244: [8328, 23542]}
{14245: [8625, 6169]}
{14246: [23830, 21297]}
{14247: [20905, 2175]}
{14248: [9097, 23058]}
{14249: [5178, 8325]}
{14250: [6053, 19242]}
{14251: [20928, 23282]}
{14252: [8632, 5338]}
{14253: [20056, 20925]}
{14254: [8288, 16738]}
{14255: [5873, 11818]}
{14256: [19427, 20343]}
{14257: [30, 18861]}
{14258: [9933, 21681]}
{14259: [10670, 15471]}
{14260: [7515, 10518]}
{14261: [8098, 3429]}
{14262: [6194, 4340]}
{14263: [23137, 5452]}
{14264: [12885, 7195]}
{14265: [7135, 10823]}
{14266: [9328, 1089]}
{14267: [22538, 14422]}
{14268: [8283, 4606]}
{14269: [3136, 13348]}
{14270: [12935, 21700]}
{14271: [23885, 21121]}
{14272: [1878, 2654]}
{14273: [23321, 1223]}
{14274: [22732, 5930]}
{14275: [6685, 12531]}
{14276: [14338, 10834]}
{14277: [40, 9004]}
{14278: [5182, 874]}
{14279: [3828, 2240]}
{14280: [2530, 14419]}
{14281: [18496, 14540]}
{14282: [21679, 7835]}
{14283: [52, 2443]}
{14284: [8559, 10250]}
{14285: [9391, 21525]}
{14286: [21929, 13344]}
{14287: [2098, 18857]}
{14288: [23377, 6825]}
{14289: [6434, 6967]}
{14290: [6726, 3257]}
{14291: [12369, 11414]}
{14292: [3649, 9625]}
{14293: [22297, 17852]}
{14294: [22081, 15167]}
{14295: [14995, 6610]}
{14296: [10676, 7259]}
{14297: [18398, 14553]}
{14298: [21207, 8880]}
{14299: [6650, 22637]}
{14300: [1193, 12588]}
{14301: [9670, 12784]}
{14302: [17056, 21977]}
{14303: [2781, 20825]}
{14304: [2269, 22735]}
{14305: [3716, 2813]}
{14306: [5175, 12942]}
{14307: [9362, 19363]}
{14308: [17260, 2273]}
{14309: [3717, 13784]}
{14310: [20194, 7741]}
{14311: [7329, 2838]}
{14312: [16990, 3543]}
{14313: [21996, 8629]}
{14314: [22936, 12877]}
{14315: [13827, 6493]}
{14316: [5665, 4641]}
{14317: [18769, 11505]}
{14318: [3867, 10985]}
{14319: [8015, 19682]}
{14320: [10402, 23881]}
{14321: [2798, 23844]}
{14322: [23, 22281]}
{14323: [22975, 834]}
{14324: [8442, 7413]}
{14325: [8443, 5030]}
{14326: [16591, 14002]}
{14327: [17668, 3272]}
{14328: [13724, 11597]}
{14329: [6217, 6758]}
{14330: [11208, 18732]}
{14331: [2759, 6561]}
{14332: [718, 23117]}
{14333: [9598, 6341]}
{14334: [16423, 11066]}
{14335: [17496, 2072]}
{14336: [12991, 2706]}
{14337: [4480, 214]}
{14338: [20440, 21424]}
{14339: [318, 23271]}
{14340: [1796, 5968]}
{14341: [11264, 2006]}
{14342: [23356, 1911]}
{14343: [469, 8181]}
{14344: [1005, 15079]}
{14345: [4611, 19313]}
{14346: [5386, 793]}
{14347: [15471, 10296]}
{14348: [1224, 15678]}
{14349: [3848, 18086]}
{14350: [4911, 18712]}
{14351: [2968, 9162]}
{14352: [15293, 4149]}
{14353: [10337, 23101]}
{14354: [4900, 8043]}
{14355: [18600, 15298]}
{14356: [7639, 7592]}
{14357: [17642, 15084]}
{14358: [13743, 14920]}
{14359: [11098, 16122]}
{14360: [1999, 1507]}
{14361: [1840, 2937]}
{14362: [16583, 21105]}
{14363: [12740, 127]}
{14364: [4820, 13203]}
{14365: [15086, 2094]}
{14366: [12629, 22831]}
{14367: [2213, 10009]}
{14368: [3658, 20205]}
{14369: [3080, 6086]}
{14370: [15021, 16578]}
{14371: [8464, 8563]}
{14372: [20682, 22023]}
{14373: [8122, 6768]}
{14374: [2327, 19016]}
{14375: [5093, 1245]}
{14376: [12301, 3611]}
{14377: [11534, 13534]}
{14378: [716, 3640]}
{14379: [16938, 9846]}
{14380: [3448, 20401]}
{14381: [9503, 14373]}
{14382: [21432, 20551]}
{14383: [8515, 23865]}
{14384: [19387, 16198]}
{14385: [1902, 22634]}
{14386: [7714, 8952]}
{14387: [6021, 9356]}
{14388: [12234, 12515]}
{14389: [20186, 11265]}
{14390: [2683, 23627]}
{14391: [5866, 11736]}
{14392: [15565, 11973]}
{14393: [16942, 15794]}
{14394: [3169, 1811]}
{14395: [10602, 5902]}
{14396: [22390, 13944]}
{14397: [10181, 10353]}
{14398: [7405, 19095]}
{14399: [23968, 10648]}
{14400: [11180, 17079]}
{14401: [18774, 12983]}
{14402: [16397, 8758]}
{14403: [1155, 17183]}
{14404: [20700, 3485]}
{14405: [3450, 8313]}
{14406: [10396, 257]}
{14407: [22643, 21491]}
{14408: [20944, 18775]}
{14409: [18093, 11301]}
{14410: [22926, 23172]}
{14411: [5622, 18260]}
{14412: [11590, 2541]}
{14413: [14561, 14030]}
{14414: [3940, 20451]}
{14415: [19692, 18613]}
{14416: [10407, 13408]}
{14417: [539, 2623]}
{14418: [17725, 873]}
{14419: [22660, 6553]}
{14420: [1160, 13812]}
{14421: [22595, 22916]}
{14422: [9785, 12516]}
{14423: [10786, 16517]}
{14424: [18625, 18638]}
{14425: [2160, 23666]}
{14426: [11750, 8286]}
{14427: [10572, 16777]}
{14428: [21103, 1763]}
{14429: [12556, 23609]}
{14430: [3901, 20965]}
{14431: [14167, 9458]}
{14432: [15088, 14243]}
{14433: [19201, 7890]}
{14434: [1936, 8751]}
{14435: [16021, 21744]}
{14436: [5418, 10814]}
{14437: [2564, 21429]}
{14438: [20629, 16237]}
{14439: [19443, 7454]}
{14440: [19506, 9526]}
{14441: [9854, 7231]}
{14442: [462, 22586]}
{14443: [14274, 12903]}
{14444: [10590, 8056]}
{14445: [10541, 1883]}
{14446: [8373, 10895]}
{14447: [19474, 12623]}
{14448: [18264, 21523]}
{14449: [7002, 7335]}
{14450: [9844, 18890]}
{14451: [1240, 16313]}
{14452: [3489, 9803]}
{14453: [11169, 4480]}
{14454: [14562, 14028]}
{14455: [6147, 4383]}
{14456: [3348, 3423]}
{14457: [4371, 14369]}
{14458: [9734, 18300]}
{14459: [10821, 6972]}
{14460: [10574, 22501]}
{14461: [14575, 23360]}
{14462: [4374, 18415]}
{14463: [8107, 23647]}
{14464: [6246, 7795]}
{14465: [18069, 18959]}
{14466: [3224, 4033]}
{14467: [8302, 179]}
{14468: [21769, 17914]}
{14469: [2577, 16952]}
{14470: [6113, 15544]}
{14471: [12166, 6551]}
{14472: [385, 4327]}
{14473: [8789, 9728]}
{14474: [21030, 9643]}
{14475: [21627, 13503]}
{14476: [13317, 17616]}
{14477: [4112, 22628]}
{14478: [5678, 4939]}
{14479: [19746, 4111]}
{14480: [6620, 21522]}
{14481: [8290, 2055]}
{14482: [17622, 4287]}
{14483: [458, 12181]}
{14484: [4444, 20592]}
{14485: [17172, 16932]}
{14486: [17602, 9045]}
{14487: [21922, 2479]}
{14488: [3924, 4835]}
{14489: [1651, 235]}
{14490: [7206, 23315]}
{14491: [23278, 7563]}
{14492: [23340, 6625]}
{14493: [9976, 2992]}
{14494: [23134, 7005]}
{14495: [16523, 9068]}
{14496: [23297, 2411]}
{14497: [2899, 12518]}
{14498: [9365, 20071]}
{14499: [8552, 16775]}
{14500: [3427, 11353]}
{14501: [23736, 18008]}
{14502: [16760, 22637]}
{14503: [11630, 13827]}
{14504: [14396, 3061]}
{14505: [13634, 14443]}
{14506: [1974, 16910]}
{14507: [10122, 5072]}
{14508: [15683, 308]}
{14509: [719, 430]}
{14510: [15591, 5731]}
{14511: [23684, 20305]}
{14512: [21427, 4734]}
{14513: [3094, 7178]}
{14514: [10741, 7073]}
{14515: [16812, 1112]}
{14516: [6747, 16725]}
{14517: [4292, 11448]}
{14518: [14700, 21611]}
{14519: [15263, 6022]}
{14520: [23713, 12657]}
{14521: [1629, 11674]}
{14522: [20268, 14963]}
{14523: [20246, 7236]}
{14524: [11005, 3698]}
{14525: [2156, 19902]}
{14526: [23867, 13281]}
{14527: [5966, 19917]}
{14528: [11105, 18515]}
{14529: [6695, 6490]}
{14530: [1600, 15520]}
{14531: [16444, 6990]}
{14532: [4687, 11742]}
{14533: [8066, 676]}
{14534: [10305, 10593]}
{14535: [5221, 6775]}
{14536: [8859, 6098]}
{14537: [22656, 20664]}
{14538: [3463, 13357]}
{14539: [6543, 7563]}
{14540: [277, 6699]}
{14541: [13162, 17671]}
{14542: [1002, 5170]}
{14543: [20286, 21423]}
{14544: [11849, 19969]}
{14545: [8434, 10542]}
{14546: [16713, 19885]}
{14547: [2805, 118]}
{14548: [2949, 4682]}
{14549: [20451, 15980]}
{14550: [13940, 14441]}
{14551: [2128, 14048]}
{14552: [6042, 7671]}
{14553: [6280, 21611]}
{14554: [16956, 13567]}
{14555: [3887, 23477]}
{14556: [23478, 13572]}
{14557: [17455, 20897]}
{14558: [7110, 19804]}
{14559: [3807, 8920]}
{14560: [16569, 8311]}
{14561: [15363, 1390]}
{14562: [22871, 21653]}
{14563: [23082, 5675]}
{14564: [20285, 7109]}
{14565: [23111, 14960]}
{14566: [16655, 10733]}
{14567: [19712, 5561]}
{14568: [13172, 4824]}
{14569: [22982, 21121]}
{14570: [2216, 17127]}
{14571: [22908, 2847]}
{14572: [18626, 12660]}
{14573: [14883, 22308]}
{14574: [7835, 12426]}
{14575: [7394, 23968]}
{14576: [20441, 15429]}
{14577: [20755, 7859]}
{14578: [9813, 19717]}
{14579: [15129, 4247]}
{14580: [5708, 11108]}
{14581: [12200, 12815]}
{14582: [23622, 1449]}
{14583: [11263, 8134]}
{14584: [14759, 18694]}
{14585: [3574, 13589]}
{14586: [14308, 10716]}
{14587: [18875, 3089]}
{14588: [4607, 1275]}
{14589: [5490, 8396]}
{14590: [8205, 4922]}
{14591: [6554, 18608]}
{14592: [13486, 3421]}
{14593: [13519, 10769]}
{14594: [11078, 426]}
{14595: [10065, 10953]}
{14596: [13984, 2598]}
{14597: [13482, 19994]}
{14598: [4093, 10486]}
{14599: [16911, 13484]}
{14600: [2617, 5993]}
{14601: [12165, 20606]}
{14602: [16742, 9088]}
{14603: [3859, 20545]}
{14604: [18212, 3949]}
{14605: [6405, 20415]}
{14606: [446, 3650]}
{14607: [17265, 7948]}
{14608: [11941, 8437]}
{14609: [10259, 175]}
{14610: [21989, 748]}
{14611: [9062, 18327]}
{14612: [18489, 17310]}
{14613: [3264, 7851]}
{14614: [4115, 2734]}
{14615: [6707, 2761]}
{14616: [29, 3645]}
{14617: [23221, 128]}
{14618: [3664, 3735]}
{14619: [19533, 17867]}
{14620: [8093, 2736]}
{14621: [15919, 6739]}
{14622: [8893, 18533]}
{14623: [11339, 10021]}
{14624: [288, 4386]}
{14625: [13270, 12126]}
{14626: [11730, 5044]}
{14627: [192, 12756]}
{14628: [1818, 21759]}
{14629: [14091, 17324]}
{14630: [5889, 2026]}
{14631: [19128, 2044]}
{14632: [3709, 4981]}
{14633: [5437, 23464]}
{14634: [7711, 10073]}
{14635: [3990, 19227]}
{14636: [21745, 18244]}
{14637: [4248, 9873]}
{14638: [18273, 8901]}
{14639: [4936, 18128]}
{14640: [4595, 20340]}
{14641: [2453, 22857]}
{14642: [13229, 10739]}
{14643: [15187, 6334]}
{14644: [5091, 16162]}
{14645: [19063, 4631]}
{14646: [20545, 1012]}
{14647: [10379, 10215]}
{14648: [17683, 17327]}
{14649: [12698, 15069]}
{14650: [17707, 2264]}
{14651: [19565, 12934]}
{14652: [11282, 6806]}
{14653: [528, 6022]}
{14654: [20497, 12311]}
{14655: [1375, 11891]}
{14656: [1449, 5367]}
{14657: [6064, 21045]}
{14658: [2378, 5376]}
{14659: [11646, 16645]}
{14660: [10859, 14538]}
{14661: [6604, 3427]}
{14662: [21840, 3094]}
{14663: [6374, 16642]}
{14664: [3047, 1898]}
{14665: [932, 13265]}
{14666: [11742, 6652]}
{14667: [16233, 12653]}
{14668: [9589, 7275]}
{14669: [9661, 3678]}
{14670: [8247, 550]}
{14671: [5885, 10264]}
{14672: [16571, 20255]}
{14673: [16220, 4606]}
{14674: [14028, 13025]}
{14675: [13709, 16365]}
{14676: [9497, 15215]}
{14677: [1358, 6273]}
{14678: [14450, 124]}
{14679: [1200, 19492]}
{14680: [17680, 9059]}
{14681: [23801, 23226]}
{14682: [6588, 16775]}
{14683: [12061, 18906]}
{14684: [21120, 9586]}
{14685: [17627, 8098]}
{14686: [11182, 18469]}
{14687: [19339, 14203]}
{14688: [11639, 15948]}
{14689: [7187, 1843]}
{14690: [9792, 4034]}
{14691: [7950, 20339]}
{14692: [7598, 14616]}
{14693: [11138, 20202]}
{14694: [21137, 15222]}
{14695: [23805, 13062]}
{14696: [20984, 8564]}
{14697: [9437, 11949]}
{14698: [17562, 5729]}
{14699: [20679, 6584]}
{14700: [6534, 11070]}
{14701: [2626, 2266]}
{14702: [5672, 22773]}
{14703: [10838, 934]}
{14704: [12074, 2241]}
{14705: [1560, 3754]}
{14706: [7201, 4182]}
{14707: [9866, 18184]}
{14708: [5090, 21728]}
{14709: [2750, 13004]}
{14710: [11397, 11613]}
{14711: [22282, 15289]}
{14712: [5300, 22721]}
{14713: [16410, 21213]}
{14714: [23973, 19670]}
{14715: [13985, 5287]}
{14716: [19215, 23752]}
{14717: [22019, 7808]}
{14718: [22651, 3334]}
{14719: [1527, 21715]}
{14720: [21811, 19165]}
{14721: [10270, 9084]}
{14722: [21580, 5021]}
{14723: [11042, 11994]}
{14724: [2801, 4350]}
{14725: [10746, 19716]}
{14726: [7189, 3479]}
{14727: [18577, 23661]}
{14728: [22327, 11828]}
{14729: [16934, 21887]}
{14730: [22644, 5502]}
{14731: [17909, 11772]}
{14732: [4781, 5297]}
{14733: [19701, 17147]}
{14734: [9368, 209]}
{14735: [12522, 5838]}
{14736: [6364, 16411]}
{14737: [3161, 20424]}
{14738: [17510, 20100]}
{14739: [21204, 12786]}
{14740: [12736, 16606]}
{14741: [8833, 12751]}
{14742: [22910, 18405]}
{14743: [9552, 545]}
{14744: [4048, 17918]}
{14745: [3492, 21899]}
{14746: [10848, 11808]}
{14747: [13688, 3504]}
{14748: [6297, 8957]}
{14749: [13993, 6157]}
{14750: [18303, 21156]}
{14751: [6145, 7411]}
{14752: [19502, 12283]}
{14753: [2484, 7629]}
{14754: [5251, 11354]}
{14755: [20683, 11920]}
{14756: [313, 12003]}
{14757: [3515, 2687]}
{14758: [2765, 36]}
{14759: [18919, 18100]}
{14760: [22638, 16960]}
{14761: [7262, 18214]}
{14762: [19860, 6422]}
{14763: [5694, 13322]}
{14764: [4367, 4544]}
{14765: [6538, 6459]}
{14766: [22030, 17946]}
{14767: [17264, 12028]}
{14768: [19938, 3421]}
{14769: [21834, 17080]}
{14770: [15311, 17612]}
{14771: [12259, 3113]}
{14772: [774, 12139]}
{14773: [13460, 302]}
{14774: [19612, 7226]}
{14775: [18854, 4624]}
{14776: [6335, 782]}
{14777: [866, 19391]}
{14778: [17143, 18431]}
{14779: [1893, 953]}
{14780: [23268, 6603]}
{14781: [3465, 16917]}
{14782: [16768, 1592]}
{14783: [10893, 12391]}
{14784: [5920, 22148]}
{14785: [17899, 10723]}
{14786: [2311, 1805]}
{14787: [20556, 14450]}
{14788: [22093, 9602]}
{14789: [21505, 23509]}
{14790: [23314, 23257]}
{14791: [6152, 23342]}
{14792: [11352, 14488]}
{14793: [21121, 4262]}
{14794: [7348, 4913]}
{14795: [21998, 12371]}
{14796: [9499, 9501]}
{14797: [4223, 2861]}
{14798: [23110, 10843]}
{14799: [2209, 6042]}
{14800: [7234, 4928]}
{14801: [13437, 3831]}
{14802: [12019, 6817]}
{14803: [11940, 14657]}
{14804: [13355, 986]}
{14805: [23635, 19929]}
{14806: [5632, 17286]}
{14807: [1551, 5102]}
{14808: [21426, 17995]}
{14809: [23079, 198]}
{14810: [2580, 9078]}
{14811: [9347, 10946]}
{14812: [15993, 9036]}
{14813: [4259, 21001]}
{14814: [19751, 3222]}
{14815: [6453, 23441]}
{14816: [22876, 13618]}
{14817: [9493, 23175]}
{14818: [7813, 5911]}
{14819: [14867, 23472]}
{14820: [14702, 20865]}
{14821: [6885, 304]}
{14822: [13582, 2685]}
{14823: [11949, 23436]}
{14824: [16859, 17229]}
{14825: [2270, 9289]}
{14826: [395, 11045]}
{14827: [16740, 15760]}
{14828: [19592, 13858]}
{14829: [5333, 1547]}
{14830: [23375, 21442]}
{14831: [13764, 18321]}
{14832: [14406, 6097]}
{14833: [13947, 3305]}
{14834: [12367, 15514]}
{14835: [16796, 17827]}
{14836: [21081, 9431]}
{14837: [947, 15348]}
{14838: [23603, 18500]}
{14839: [9359, 18090]}
{14840: [14288, 11860]}
{14841: [9055, 4192]}
{14842: [12826, 3631]}
{14843: [22431, 2314]}
{14844: [21300, 9973]}
{14845: [16119, 7542]}
{14846: [11740, 2449]}
{14847: [22367, 14700]}
{14848: [9879, 3640]}
{14849: [17328, 17801]}
{14850: [23688, 3407]}
{14851: [23380, 8776]}
{14852: [8865, 9336]}
{14853: [1066, 22186]}
{14854: [15012, 21522]}
{14855: [14379, 3821]}
{14856: [20571, 12974]}
{14857: [16298, 1939]}
{14858: [9836, 1762]}
{14859: [20946, 23157]}
{14860: [18566, 16681]}
{14861: [16646, 4343]}
{14862: [22469, 17646]}
{14863: [8159, 6435]}
{14864: [14332, 19527]}
{14865: [22924, 9434]}
{14866: [4038, 996]}
{14867: [4319, 17573]}
{14868: [22568, 2764]}
{14869: [17671, 21901]}
{14870: [9201, 4106]}
{14871: [18177, 22907]}
{14872: [12396, 9766]}
{14873: [12049, 16476]}
{14874: [13945, 23809]}
{14875: [4357, 14337]}
{14876: [1596, 19217]}
{14877: [18208, 2909]}
{14878: [22176, 3233]}
{14879: [18124, 23964]}
{14880: [11117, 8537]}
{14881: [2272, 14781]}
{14882: [22113, 12219]}
{14883: [17873, 19425]}
{14884: [20002, 23645]}
{14885: [10044, 19397]}
{14886: [21910, 10974]}
{14887: [12368, 4204]}
{14888: [12179, 15399]}
{14889: [19396, 17999]}
{14890: [13087, 17868]}
{14891: [10709, 12795]}
{14892: [14921, 16403]}
{14893: [17163, 6347]}
{14894: [10991, 12761]}
{14895: [13994, 185]}
{14896: [13553, 20408]}
{14897: [2413, 20602]}
{14898: [9295, 3327]}
{14899: [10796, 22680]}
{14900: [367, 6802]}
{14901: [22309, 16578]}
{14902: [10678, 13060]}
{14903: [14771, 20976]}
{14904: [18545, 23188]}
{14905: [216, 14357]}
{14906: [22133, 9749]}
{14907: [21496, 11185]}
{14908: [23008, 4315]}
{14909: [3898, 23871]}
{14910: [14393, 5314]}
{14911: [23977, 7066]}
{14912: [20407, 5366]}
{14913: [4078, 18668]}
{14914: [6539, 6599]}
{14915: [22336, 20365]}
{14916: [2482, 17502]}
{14917: [3620, 15860]}
{14918: [13467, 19737]}
{14919: [22220, 8825]}
{14920: [11057, 3647]}
{14921: [21099, 18408]}
{14922: [22725, 8135]}
{14923: [18018, 14654]}
{14924: [16363, 12052]}
{14925: [22559, 4481]}
{14926: [1868, 14736]}
{14927: [23139, 15043]}
{14928: [20589, 15135]}
{14929: [9558, 4951]}
{14930: [2827, 21537]}
{14931: [5875, 13086]}
{14932: [4488, 1941]}
{14933: [10534, 7835]}
{14934: [9776, 8376]}
{14935: [8681, 5249]}
{14936: [18291, 13158]}
{14937: [22445, 4303]}
{14938: [21639, 8592]}
{14939: [1601, 8996]}
{14940: [3650, 11627]}
{14941: [17255, 10120]}
{14942: [1252, 20266]}
{14943: [17973, 3550]}
{14944: [3172, 11272]}
{14945: [16623, 1722]}
{14946: [1437, 388]}
{14947: [10265, 20791]}
{14948: [10092, 15695]}
{14949: [17114, 16283]}
{14950: [21491, 13449]}
{14951: [17424, 4860]}
{14952: [3011, 14456]}
{14953: [10971, 9212]}
{14954: [12592, 13016]}
{14955: [16843, 18971]}
{14956: [14739, 21403]}
{14957: [18560, 13554]}
{14958: [173, 21043]}
{14959: [20579, 17884]}
{14960: [5921, 14188]}
{14961: [1307, 14635]}
{14962: [21406, 20685]}
{14963: [17336, 21068]}
{14964: [20235, 20539]}
{14965: [4394, 4551]}
{14966: [23030, 23230]}
{14967: [7141, 15277]}
{14968: [11752, 5767]}
{14969: [4324, 21505]}
{14970: [23777, 19461]}
{14971: [17371, 14132]}
{14972: [2018, 7041]}
{14973: [20616, 17127]}
{14974: [20510, 3880]}
{14975: [23091, 5373]}
{14976: [8961, 23765]}
{14977: [13180, 2735]}
{14978: [18553, 13940]}
{14979: [5781, 18211]}
{14980: [2796, 14112]}
{14981: [21726, 13671]}
{14982: [6984, 18760]}
{14983: [11024, 7220]}
{14984: [19898, 22455]}
{14985: [16360, 21850]}
{14986: [9221, 13990]}
{14987: [11816, 15912]}
{14988: [2971, 17166]}
{14989: [17519, 7704]}
{14990: [5780, 14542]}
{14991: [21499, 21821]}
{14992: [6948, 16893]}
{14993: [14238, 3630]}
{14994: [23240, 12625]}
{14995: [2104, 14188]}
{14996: [2948, 12363]}
{14997: [23654, 18548]}
{14998: [22301, 22976]}
{14999: [2314, 5939]}
{15000: [15658, 22260]}
{15001: [2532, 9226]}
{15002: [22701, 7427]}
{15003: [19357, 12002]}
{15004: [23229, 13322]}
{15005: [3129, 17404]}
{15006: [16424, 17147]}
{15007: [19963, 14929]}
{15008: [5321, 23152]}
{15009: [6924, 18176]}
{15010: [762, 17829]}
{15011: [20768, 13965]}
{15012: [12014, 23018]}
{15013: [13493, 22966]}
{15014: [21063, 23228]}
{15015: [7384, 2754]}
{15016: [23178, 2485]}
{15017: [10238, 1627]}
{15018: [15738, 15274]}
{15019: [13564, 17708]}
{15020: [14479, 23294]}
{15021: [5126, 10522]}
{15022: [18856, 372]}
{15023: [21303, 8947]}
{15024: [7502, 18709]}
{15025: [11214, 9558]}
{15026: [21089, 14151]}
{15027: [2589, 13785]}
{15028: [11835, 4483]}
{15029: [871, 8068]}
{15030: [19784, 19456]}
{15031: [2255, 8906]}
{15032: [23345, 20254]}
{15033: [5657, 940]}
{15034: [22429, 15811]}
{15035: [9348, 13211]}
{15036: [22581, 5235]}
{15037: [4634, 16065]}
{15038: [23786, 12007]}
{15039: [12822, 23630]}
{15040: [17822, 952]}
{15041: [13527, 17316]}
{15042: [1459, 19890]}
{15043: [4830, 5923]}
{15044: [14492, 19557]}
{15045: [19716, 7458]}
{15046: [14013, 18821]}
{15047: [10359, 11982]}
{15048: [3768, 6406]}
{15049: [4527, 19936]}
{15050: [13817, 2158]}
{15051: [11718, 9765]}
{15052: [7481, 19630]}
{15053: [13113, 3112]}
{15054: [20836, 22222]}
{15055: [3841, 20490]}
{15056: [21508, 7765]}
{15057: [21509, 23822]}
{15058: [4563, 17512]}
{15059: [21643, 23249]}
{15060: [19671, 5782]}
{15061: [9576, 6510]}
{15062: [18530, 6606]}
{15063: [8487, 14996]}
{15064: [5463, 4181]}
{15065: [19243, 2984]}
{15066: [10873, 3907]}
{15067: [11223, 10969]}
{15068: [1150, 23036]}
{15069: [15655, 9775]}
{15070: [1919, 18861]}
{15071: [18470, 16662]}
{15072: [6531, 7755]}
{15073: [12075, 5575]}
{15074: [2135, 21003]}
{15075: [22907, 16299]}
{15076: [22531, 2157]}
{15077: [6466, 714]}
{15078: [23523, 14039]}
{15079: [22422, 3430]}
{15080: [15513, 21033]}
{15081: [20543, 10655]}
{15082: [9599, 2038]}
{15083: [16038, 19113]}
{15084: [15934, 12590]}
{15085: [20016, 15526]}
{15086: [9942, 10940]}
{15087: [20223, 8513]}
{15088: [2356, 16007]}
{15089: [20214, 18708]}
{15090: [5343, 1681]}
{15091: [7361, 3505]}
{15092: [21116, 10341]}
{15093: [6449, 5694]}
{15094: [3937, 12770]}
{15095: [14693, 4795]}
{15096: [800, 12677]}
{15097: [14156, 7712]}
{15098: [15247, 12445]}
{15099: [10037, 2801]}
{15100: [19815, 15165]}
{15101: [21741, 23252]}
{15102: [986, 10472]}
{15103: [23330, 14012]}
{15104: [22823, 18162]}
{15105: [5865, 1154]}
{15106: [20873, 4676]}
{15107: [16316, 14876]}
{15108: [2578, 22213]}
{15109: [23484, 21634]}
{15110: [23836, 18185]}
{15111: [1020, 7552]}
{15112: [1144, 9229]}
{15113: [1686, 535]}
{15114: [2758, 9096]}
{15115: [3486, 18522]}
{15116: [7529, 10688]}
{15117: [9595, 12696]}
{15118: [9478, 1237]}
{15119: [15455, 9052]}
{15120: [17202, 23183]}
{15121: [20601, 4153]}
{15122: [19216, 12176]}
{15123: [13397, 14739]}
{15124: [6781, 14169]}
{15125: [21825, 22535]}
{15126: [7047, 3178]}
{15127: [15976, 3185]}
{15128: [21799, 16238]}
{15129: [23633, 18360]}
{15130: [13647, 7679]}
{15131: [23704, 12502]}
{15132: [6793, 23875]}
{15133: [4335, 12458]}
{15134: [20485, 16253]}
{15135: [18851, 19599]}
{15136: [17082, 12340]}
{15137: [20776, 19479]}
{15138: [12356, 17283]}
{15139: [13979, 2395]}
{15140: [16435, 23904]}
